timestamp,source_ip,destination_ip,protocol,port,threat,user_agent,location,bytes_sent,bytes_received
2025-05-24 22:48:03,180.97.52.91,18.7.81.125,TCP,8080,none,Wget/1.20.3,AU,1534,1494
2025-05-24 22:48:04,215.60.141.167,31.11.182.72,ICMP,22,none,Python-urllib/3.8,RU,3449,2272
2025-05-24 22:48:05,250.76.136.89,129.85.97.9,TCP,80,none,Python-urllib/3.8,ZA,3509,768
2025-05-24 22:48:06,211.175.38.209,100.74.228.2,ICMP,53,none,curl/7.68.0,AU,1127,1531
2025-05-24 22:48:07,95.10.101.37,135.250.140.177,UDP,22,none,curl/7.68.0,CN,3474,1147
2025-05-24 22:48:08,178.140.25.232,110.208.97.123,ICMP,123,none,curl/7.68.0,IN,4335,175
2025-05-24 22:48:09,151.113.35.153,62.142.235.19,UDP,443,none,Wget/1.20.3,BR,4501,4720
2025-05-24 22:48:10,172.42.103.24,30.107.220.186,TCP,80,none,curl/7.68.0,CN,4744,4837
2025-05-24 22:48:11,167.235.172.222,30.159.154.92,TCP,80,none,PostmanRuntime/7.28.4,IN,3202,2137
2025-05-24 22:48:12,66.6.110.101,116.135.53.62,UDP,3306,none,Mozilla/5.0,ZA,1132,4530
2025-05-24 22:48:13,254.113.147.161,190.51.165.237,UDP,3306,none,curl/7.68.0,BR,429,595
2025-05-24 22:48:14,98.159.73.177,68.174.194.75,ICMP,80,none,Python-urllib/3.8,RU,321,1836
2025-05-24 22:48:15,36.191.68.167,139.105.152.237,TCP,123,none,PostmanRuntime/7.28.4,ZA,658,2248
2025-05-24 22:48:16,16.95.12.180,48.182.90.227,TCP,443,none,Python-urllib/3.8,ZA,1490,2689
2025-05-24 22:48:17,156.76.249.93,79.102.2.57,ICMP,3306,malware,Python-urllib/3.8,AU,1197,1533
2025-05-24 22:48:18,176.128.177.207,155.174.127.237,ICMP,80,none,Mozilla/5.0,IN,1049,4503
2025-05-24 22:48:19,252.44.157.182,22.32.139.253,TCP,8080,none,PostmanRuntime/7.28.4,BR,736,432
2025-05-24 22:48:20,142.244.54.241,250.1.186.198,ICMP,443,none,Python-urllib/3.8,BR,4549,4580
2025-05-24 22:48:21,254.122.96.152,123.185.127.116,TCP,22,none,Wget/1.20.3,DE,2691,289
2025-05-24 22:48:22,160.215.71.208,161.183.46.209,UDP,3306,none,Wget/1.20.3,ZA,3791,4886
2025-05-24 22:48:23,143.233.129.51,57.121.44.165,TCP,443,ransomware,curl/7.68.0,AU,617,4841
2025-05-24 22:48:24,57.72.148.68,61.163.238.127,UDP,53,ddos,Mozilla/5.0,ZA,831,4005
2025-05-24 22:48:25,253.22.76.225,214.102.49.113,TCP,443,none,curl/7.68.0,ZA,3361,1877
2025-05-24 22:48:26,94.50.72.248,72.200.11.52,UDP,80,none,Wget/1.20.3,IN,2007,415
2025-05-24 22:48:27,98.115.242.72,118.51.149.180,ICMP,22,none,Python-urllib/3.8,ZA,4059,4052
2025-05-24 22:48:28,46.102.47.36,180.238.213.121,ICMP,123,none,Wget/1.20.3,US,2545,3544
2025-05-24 22:48:29,148.191.34.214,149.149.47.31,ICMP,22,ddos,curl/7.68.0,US,4240,4848
2025-05-24 22:48:30,88.199.57.240,112.206.178.175,UDP,443,none,Wget/1.20.3,DE,629,4401
2025-05-24 22:48:31,7.77.105.149,232.215.36.41,UDP,123,none,Wget/1.20.3,CA,3186,1886
2025-05-24 22:48:32,79.43.126.47,56.30.171.252,TCP,443,none,PostmanRuntime/7.28.4,CA,2593,2939
2025-05-24 22:48:33,95.57.132.242,234.193.242.131,ICMP,80,none,PostmanRuntime/7.28.4,ZA,4993,3568
2025-05-24 22:48:34,226.95.185.209,49.115.105.181,ICMP,8080,none,curl/7.68.0,CN,908,2019
2025-05-24 22:48:35,23.88.18.95,196.55.32.83,ICMP,8080,none,Mozilla/5.0,CA,3503,2639
2025-05-24 22:48:36,116.1.49.42,185.146.115.135,UDP,8080,none,curl/7.68.0,CA,2795,3110
2025-05-24 22:48:37,219.23.137.66,201.245.173.163,ICMP,80,none,Python-urllib/3.8,DE,1231,1356
2025-05-24 22:48:38,176.162.81.185,165.20.192.7,TCP,80,none,Mozilla/5.0,ZA,4123,1339
2025-05-24 22:48:39,113.206.89.38,21.144.148.147,TCP,80,none,Python-urllib/3.8,BR,4274,463
2025-05-24 22:48:40,44.179.234.100,83.14.100.42,ICMP,22,none,Python-urllib/3.8,ZA,3987,4704
2025-05-24 22:48:41,125.15.166.105,105.102.45.148,TCP,123,none,Wget/1.20.3,BR,975,1862
2025-05-24 22:48:42,76.236.138.118,49.155.109.137,UDP,123,phishing,PostmanRuntime/7.28.4,CA,2473,134
2025-05-24 22:48:43,98.111.82.217,165.134.153.63,TCP,80,none,curl/7.68.0,IN,768,2585
2025-05-24 22:48:44,74.123.218.224,183.158.192.123,TCP,22,none,PostmanRuntime/7.28.4,US,678,4124
2025-05-24 22:48:45,63.234.253.254,240.123.218.70,TCP,3306,none,PostmanRuntime/7.28.4,BR,4354,4755
2025-05-24 22:48:46,24.66.225.52,174.22.226.34,TCP,3306,none,Mozilla/5.0,ZA,4078,3268
2025-05-24 22:48:47,34.191.53.151,247.25.151.161,TCP,8080,none,Python-urllib/3.8,US,2113,308
2025-05-24 22:48:48,137.226.195.142,72.200.197.205,ICMP,8080,none,Wget/1.20.3,ZA,1513,3378
2025-05-24 22:48:49,74.213.210.244,195.98.202.142,ICMP,443,none,Wget/1.20.3,RU,2738,956
2025-05-24 22:48:50,239.158.201.116,100.82.125.139,ICMP,53,none,Python-urllib/3.8,IN,4208,1282
2025-05-24 22:48:51,65.11.211.60,192.151.118.185,TCP,8080,none,Python-urllib/3.8,IN,4534,3261
2025-05-24 22:48:52,18.186.120.202,67.206.29.226,ICMP,53,none,Python-urllib/3.8,IN,3431,633
2025-05-24 22:48:53,34.220.89.87,189.49.86.96,TCP,443,none,Wget/1.20.3,US,1117,2241
2025-05-24 22:48:54,146.173.82.86,220.198.163.192,UDP,22,none,PostmanRuntime/7.28.4,DE,1582,3249
2025-05-24 22:48:55,55.139.69.122,109.72.36.61,ICMP,3306,none,PostmanRuntime/7.28.4,CN,3924,4442
2025-05-24 22:48:56,234.160.80.110,28.84.176.96,TCP,3306,none,Python-urllib/3.8,ZA,3497,3595
2025-05-24 22:48:57,118.151.202.99,71.73.239.195,UDP,53,malware,Mozilla/5.0,DE,4098,105
2025-05-24 22:48:58,182.109.215.41,80.159.173.124,TCP,80,none,curl/7.68.0,IN,3671,3984
2025-05-24 22:48:59,149.25.205.115,236.14.18.121,UDP,443,none,curl/7.68.0,DE,2431,3220
2025-05-24 22:49:00,66.43.9.166,154.174.209.45,ICMP,8080,malware,curl/7.68.0,DE,2390,774
2025-05-24 22:49:01,157.241.65.172,28.22.21.214,TCP,80,none,curl/7.68.0,DE,532,3262
2025-05-24 22:49:02,123.91.122.148,5.184.32.102,UDP,443,none,Python-urllib/3.8,DE,2414,4688
2025-05-24 22:49:03,44.130.25.146,22.220.142.156,ICMP,443,none,Mozilla/5.0,RU,4427,205
2025-05-24 22:49:04,164.235.200.140,146.27.227.134,UDP,80,none,Wget/1.20.3,FR,106,3182
2025-05-24 22:49:05,211.94.91.70,218.194.232.252,TCP,22,none,Python-urllib/3.8,IN,2928,3213
2025-05-24 22:49:06,50.225.209.47,136.41.178.202,UDP,8080,malware,PostmanRuntime/7.28.4,US,3610,3325
2025-05-24 22:49:07,76.38.13.69,64.229.183.12,TCP,53,none,Python-urllib/3.8,CA,3453,4913
2025-05-24 22:49:08,81.174.186.15,136.201.186.65,ICMP,123,ddos,Wget/1.20.3,CN,3758,202
2025-05-24 22:49:09,88.208.80.46,146.195.72.30,ICMP,3306,malware,Wget/1.20.3,CA,2359,2652
2025-05-24 22:49:10,27.149.95.141,170.34.42.88,TCP,8080,ransomware,Wget/1.20.3,FR,1526,3475
2025-05-24 22:49:11,10.211.117.247,132.122.92.29,UDP,443,none,Mozilla/5.0,US,3813,2816
2025-05-24 22:49:12,97.208.171.120,30.43.52.184,TCP,22,none,curl/7.68.0,US,3160,3868
2025-05-24 22:49:13,158.239.58.105,66.193.169.80,TCP,123,malware,Wget/1.20.3,IN,1030,1523
2025-05-24 22:49:14,188.87.113.61,141.124.77.174,UDP,3306,none,curl/7.68.0,ZA,2308,4528
2025-05-24 22:49:15,147.229.62.226,23.246.61.61,UDP,123,none,curl/7.68.0,CA,3826,1763
2025-05-24 22:49:16,15.38.243.216,156.245.46.124,UDP,22,none,Python-urllib/3.8,CN,1867,536
2025-05-24 22:49:17,114.233.71.133,82.214.90.182,TCP,8080,none,Wget/1.20.3,BR,322,2542
2025-05-24 22:49:18,230.112.185.137,187.170.14.167,UDP,53,none,curl/7.68.0,BR,960,2737
2025-05-24 22:49:19,7.40.158.108,184.124.18.228,TCP,3306,none,PostmanRuntime/7.28.4,IN,4751,3694
2025-05-24 22:49:20,86.48.45.104,96.211.38.226,ICMP,53,none,Mozilla/5.0,FR,4369,4217
2025-05-24 22:49:21,184.95.211.211,194.37.99.39,UDP,53,none,PostmanRuntime/7.28.4,US,2253,2693
2025-05-24 22:49:22,227.205.155.62,70.243.39.241,TCP,123,none,Python-urllib/3.8,FR,507,4182
2025-05-24 22:49:23,200.245.157.227,128.6.66.205,ICMP,123,none,Mozilla/5.0,CA,1432,2893
2025-05-24 22:49:24,146.250.204.158,189.195.226.169,UDP,123,none,Wget/1.20.3,BR,1622,2581
2025-05-24 22:49:25,112.10.223.83,253.187.89.204,ICMP,443,none,Python-urllib/3.8,FR,1093,1714
2025-05-24 22:49:26,7.20.107.40,29.40.248.76,UDP,123,none,PostmanRuntime/7.28.4,FR,1235,2897
2025-05-24 22:49:27,6.235.143.127,30.230.198.130,ICMP,123,none,PostmanRuntime/7.28.4,AU,3202,4694
2025-05-24 22:49:28,23.121.138.88,59.63.206.6,TCP,8080,none,curl/7.68.0,RU,1130,2878
2025-05-24 22:49:29,26.43.43.100,184.1.195.172,ICMP,53,none,PostmanRuntime/7.28.4,DE,4301,4691
2025-05-24 22:49:30,84.30.174.42,238.72.66.58,UDP,3306,none,Mozilla/5.0,DE,4261,4277
2025-05-24 22:49:31,68.120.18.150,95.121.155.156,UDP,123,none,Mozilla/5.0,AU,2166,2375
2025-05-24 22:49:32,140.181.102.62,29.108.2.149,TCP,22,none,PostmanRuntime/7.28.4,FR,591,1091
2025-05-24 22:49:33,121.231.252.49,92.84.103.185,TCP,123,malware,Python-urllib/3.8,DE,1715,2431
2025-05-24 22:49:34,160.42.165.7,252.62.147.9,UDP,123,none,PostmanRuntime/7.28.4,DE,340,2096
2025-05-24 22:49:35,129.124.249.102,220.60.184.152,TCP,8080,none,PostmanRuntime/7.28.4,IN,1856,961
2025-05-24 22:49:36,240.153.37.149,12.196.182.174,ICMP,22,none,Wget/1.20.3,RU,407,4071
2025-05-24 22:49:37,238.250.32.151,190.44.180.73,TCP,3306,ransomware,Mozilla/5.0,CN,1730,2755
2025-05-24 22:49:38,17.206.169.119,132.103.112.201,ICMP,80,none,curl/7.68.0,DE,4172,2069
2025-05-24 22:49:39,95.132.8.208,39.43.23.8,TCP,3306,none,Python-urllib/3.8,AU,2450,3031
2025-05-24 22:49:40,135.173.209.37,100.184.175.97,ICMP,8080,none,curl/7.68.0,AU,2090,518
2025-05-24 22:49:41,234.56.49.235,101.112.129.165,TCP,53,none,Mozilla/5.0,FR,1186,2384
2025-05-24 22:49:42,24.196.87.210,117.188.201.162,TCP,123,none,curl/7.68.0,DE,1908,2233
2025-05-24 22:49:43,129.197.192.14,60.91.219.89,TCP,53,none,curl/7.68.0,AU,129,2055
2025-05-24 22:49:44,207.17.208.167,192.84.152.215,TCP,123,none,Python-urllib/3.8,CN,2381,873
2025-05-24 22:49:45,208.14.233.227,26.157.47.75,UDP,22,malware,PostmanRuntime/7.28.4,DE,2585,208
2025-05-24 22:49:46,153.98.182.220,218.40.48.86,TCP,3306,ransomware,PostmanRuntime/7.28.4,CN,916,3326
2025-05-24 22:49:47,66.15.35.29,140.68.36.16,TCP,123,none,Mozilla/5.0,RU,324,4785
2025-05-24 22:49:48,198.186.144.253,67.36.138.217,ICMP,22,none,PostmanRuntime/7.28.4,DE,4175,3592
2025-05-24 22:49:49,107.143.152.94,236.168.251.57,ICMP,22,none,curl/7.68.0,AU,651,2652
2025-05-24 22:49:50,57.188.119.152,52.28.222.206,UDP,443,none,Wget/1.20.3,US,3109,3655
2025-05-24 22:49:51,162.166.187.85,221.101.42.243,UDP,123,none,PostmanRuntime/7.28.4,FR,4789,4998
2025-05-24 22:49:52,192.66.181.233,117.213.128.196,TCP,3306,ransomware,Mozilla/5.0,AU,3520,2653
2025-05-24 22:49:53,176.131.188.253,58.138.102.61,UDP,443,none,Wget/1.20.3,RU,4133,3870
2025-05-24 22:49:54,114.67.31.156,213.5.148.86,TCP,22,none,Mozilla/5.0,FR,4749,3720
2025-05-24 22:49:55,240.111.41.198,247.202.17.144,ICMP,123,none,curl/7.68.0,DE,2724,1880
2025-05-24 22:49:56,240.177.80.129,224.191.219.94,UDP,123,none,Wget/1.20.3,BR,4520,4234
2025-05-24 22:49:57,143.162.93.32,226.180.96.248,TCP,53,phishing,curl/7.68.0,US,4708,329
2025-05-24 22:49:58,165.51.15.120,64.79.16.23,TCP,22,none,PostmanRuntime/7.28.4,AU,2851,2446
2025-05-24 22:49:59,245.90.151.212,74.216.10.52,ICMP,123,none,curl/7.68.0,FR,456,3159
2025-05-24 22:50:00,43.114.11.92,52.28.181.32,TCP,3306,none,Mozilla/5.0,AU,371,3232
2025-05-24 22:50:01,100.240.42.106,143.218.134.173,ICMP,3306,none,Wget/1.20.3,US,670,2663
2025-05-24 22:50:02,22.149.28.103,222.34.40.4,ICMP,22,malware,Python-urllib/3.8,BR,353,4456
2025-05-24 22:50:03,216.48.5.39,111.47.160.80,TCP,80,none,curl/7.68.0,FR,2699,1338
2025-05-24 22:50:04,250.8.212.214,233.161.96.16,ICMP,123,none,curl/7.68.0,ZA,2130,4559
2025-05-24 22:50:05,245.22.49.17,27.204.32.240,TCP,443,none,PostmanRuntime/7.28.4,AU,1351,2692
2025-05-24 22:50:06,40.157.197.160,84.42.234.61,TCP,443,ransomware,PostmanRuntime/7.28.4,DE,2506,3880
2025-05-24 22:50:07,76.209.167.65,222.219.71.238,TCP,443,none,Mozilla/5.0,IN,4686,541
2025-05-24 22:50:08,251.99.6.171,64.126.5.129,UDP,8080,none,Mozilla/5.0,AU,336,576
2025-05-24 22:50:09,237.67.109.23,249.126.18.238,UDP,80,none,Wget/1.20.3,ZA,2008,1658
2025-05-24 22:50:10,76.134.189.86,240.40.208.81,UDP,53,phishing,Python-urllib/3.8,BR,1385,3379
2025-05-24 22:50:11,152.14.68.207,162.114.139.128,TCP,80,none,Python-urllib/3.8,CN,4934,3208
2025-05-24 22:50:12,18.29.74.195,252.136.212.32,ICMP,22,malware,Python-urllib/3.8,US,1261,1712
2025-05-24 22:50:13,249.144.100.156,57.141.167.102,UDP,3306,none,Python-urllib/3.8,ZA,4641,4712
2025-05-24 22:50:14,64.191.136.175,22.219.15.23,ICMP,3306,none,PostmanRuntime/7.28.4,IN,4484,1966
2025-05-24 22:50:15,147.37.173.31,176.215.226.213,TCP,123,none,Mozilla/5.0,CA,2584,3813
2025-05-24 22:50:16,7.156.98.41,172.110.218.241,UDP,8080,none,Wget/1.20.3,CN,834,1914
2025-05-24 22:50:17,152.157.111.44,32.202.118.131,ICMP,123,none,Wget/1.20.3,IN,1999,537
2025-05-24 22:50:18,170.158.114.64,18.117.198.68,TCP,443,none,PostmanRuntime/7.28.4,BR,1231,1996
2025-05-24 22:50:19,69.30.168.206,234.6.69.37,UDP,123,none,PostmanRuntime/7.28.4,IN,1243,750
2025-05-24 22:50:20,92.52.241.157,160.142.10.96,ICMP,443,none,curl/7.68.0,CA,1759,2585
2025-05-24 22:50:21,3.128.63.150,123.18.205.27,UDP,80,none,curl/7.68.0,US,3973,3865
2025-05-24 22:50:22,165.218.49.117,210.244.76.78,TCP,443,phishing,curl/7.68.0,DE,4119,3469
2025-05-24 22:50:23,20.29.236.157,72.169.69.48,UDP,53,none,PostmanRuntime/7.28.4,CN,4944,2719
2025-05-24 22:50:24,221.164.22.60,1.92.1.220,TCP,22,none,Python-urllib/3.8,DE,4177,121
2025-05-24 22:50:25,241.187.187.50,123.64.2.161,ICMP,123,none,PostmanRuntime/7.28.4,FR,2664,1768
2025-05-24 22:50:26,84.221.170.188,143.168.245.200,UDP,123,none,Python-urllib/3.8,BR,3392,3383
2025-05-24 22:50:27,144.36.129.64,112.177.104.18,TCP,123,none,Mozilla/5.0,DE,2603,1438
2025-05-24 22:50:28,18.94.229.63,252.146.162.245,UDP,123,none,curl/7.68.0,CA,3221,554
2025-05-24 22:50:29,195.131.210.240,30.128.246.177,ICMP,123,none,Mozilla/5.0,RU,3717,2981
2025-05-24 22:50:30,195.195.195.91,67.228.192.65,ICMP,3306,none,Python-urllib/3.8,ZA,313,2888
2025-05-24 22:50:31,20.221.175.139,198.155.74.143,UDP,3306,none,PostmanRuntime/7.28.4,ZA,2662,4115
2025-05-24 22:50:32,12.239.205.164,178.241.180.75,TCP,8080,none,curl/7.68.0,DE,4886,4702
2025-05-24 22:50:33,251.60.116.138,213.198.107.56,UDP,53,none,PostmanRuntime/7.28.4,FR,2994,448
2025-05-24 22:50:34,18.17.246.90,204.231.129.143,UDP,80,ddos,PostmanRuntime/7.28.4,AU,2025,4542
2025-05-24 22:50:35,173.15.12.167,166.136.246.244,TCP,80,ransomware,Wget/1.20.3,IN,2741,2937
2025-05-24 22:50:36,33.9.207.8,21.210.190.249,TCP,443,none,PostmanRuntime/7.28.4,ZA,911,3055
2025-05-24 22:50:37,96.40.194.18,11.87.135.67,UDP,80,malware,Python-urllib/3.8,BR,214,824
2025-05-24 22:50:38,78.226.84.181,153.126.12.174,TCP,8080,none,PostmanRuntime/7.28.4,DE,4056,336
2025-05-24 22:50:39,195.208.136.142,220.236.4.114,ICMP,3306,none,Python-urllib/3.8,CN,3754,773
2025-05-24 22:50:40,5.121.221.174,35.195.49.96,UDP,80,none,Wget/1.20.3,ZA,2096,2060
2025-05-24 22:50:41,112.102.63.53,42.36.131.47,UDP,8080,ddos,curl/7.68.0,US,4338,2252
2025-05-24 22:50:42,158.136.237.68,18.190.95.84,TCP,123,none,Python-urllib/3.8,FR,4106,899
2025-05-24 22:50:43,82.157.176.17,248.149.248.29,UDP,80,none,Python-urllib/3.8,BR,189,4296
2025-05-24 22:50:44,129.172.27.43,194.145.197.39,TCP,123,malware,Python-urllib/3.8,AU,4497,2125
2025-05-24 22:50:45,15.129.76.184,36.106.167.91,TCP,443,none,Wget/1.20.3,CN,592,1011
2025-05-24 22:50:46,132.112.150.193,108.22.2.222,TCP,443,none,curl/7.68.0,US,901,2602
2025-05-24 22:50:47,160.209.168.221,200.62.97.158,TCP,80,none,curl/7.68.0,RU,899,4504
2025-05-24 22:50:48,147.121.149.201,152.168.218.150,UDP,8080,none,Mozilla/5.0,CN,956,4041
2025-05-24 22:50:49,32.95.130.245,113.60.78.95,UDP,80,none,curl/7.68.0,FR,2918,3457
2025-05-24 22:50:50,205.230.27.114,25.124.55.88,TCP,3306,ddos,Python-urllib/3.8,CN,2459,2362
2025-05-24 22:50:51,140.88.240.38,97.226.142.8,TCP,8080,none,Python-urllib/3.8,BR,1906,3624
2025-05-24 22:50:52,101.127.2.65,64.65.163.140,ICMP,123,ddos,PostmanRuntime/7.28.4,US,4491,117
2025-05-24 22:50:53,100.2.215.235,158.230.72.38,ICMP,80,none,curl/7.68.0,BR,1935,4544
2025-05-24 22:50:54,220.12.129.17,245.97.136.21,UDP,80,none,Wget/1.20.3,IN,3540,1671
2025-05-24 22:50:55,40.35.204.144,6.239.53.18,TCP,8080,none,Mozilla/5.0,IN,2045,4495
2025-05-24 22:50:56,248.50.15.144,166.46.229.136,ICMP,123,none,Python-urllib/3.8,CN,3582,1831
2025-05-24 22:50:57,182.206.125.113,52.140.158.139,ICMP,80,malware,PostmanRuntime/7.28.4,CA,1640,2410
2025-05-24 22:50:58,67.242.216.128,227.171.80.227,TCP,22,none,PostmanRuntime/7.28.4,ZA,1186,1566
2025-05-24 22:50:59,72.98.230.100,107.98.12.180,TCP,3306,none,curl/7.68.0,CA,3446,2455
2025-05-24 22:51:00,138.75.166.94,173.91.167.72,ICMP,3306,none,Wget/1.20.3,ZA,4860,1157
2025-05-24 22:51:01,17.82.100.181,254.234.122.99,ICMP,8080,none,Mozilla/5.0,AU,2867,1096
2025-05-24 22:51:02,239.59.44.194,230.170.98.114,UDP,80,ddos,curl/7.68.0,CN,2057,2267
2025-05-24 22:51:03,224.12.174.69,163.41.174.226,ICMP,22,none,Mozilla/5.0,RU,4039,495
2025-05-24 22:51:04,237.48.126.62,189.109.67.251,UDP,22,none,Wget/1.20.3,IN,3642,2441
2025-05-24 22:51:05,146.149.188.75,249.205.178.31,UDP,3306,ransomware,Wget/1.20.3,CN,2401,425
2025-05-24 22:51:06,240.56.6.115,15.236.86.8,ICMP,53,malware,Wget/1.20.3,CN,1208,3361
2025-05-24 22:51:07,182.203.232.8,135.241.124.121,UDP,8080,none,Wget/1.20.3,AU,4802,2825
2025-05-24 22:51:08,2.239.153.11,110.220.227.43,ICMP,8080,none,Wget/1.20.3,CA,926,1729
2025-05-24 22:51:09,3.235.117.249,127.69.101.81,TCP,443,none,Wget/1.20.3,CA,1370,2075
2025-05-24 22:51:10,47.5.50.62,225.103.243.130,UDP,53,none,Mozilla/5.0,BR,3301,1146
2025-05-24 22:51:11,56.108.91.242,70.6.170.78,ICMP,123,none,Python-urllib/3.8,RU,2715,3880
2025-05-24 22:51:12,25.254.79.138,62.126.117.248,UDP,3306,none,curl/7.68.0,US,3617,2257
2025-05-24 22:51:13,168.247.157.130,158.99.184.15,TCP,443,none,Mozilla/5.0,BR,2535,2831
2025-05-24 22:51:14,182.98.146.254,47.145.19.15,ICMP,53,none,PostmanRuntime/7.28.4,CA,2431,2931
2025-05-24 22:51:15,109.113.216.67,41.9.232.142,ICMP,80,none,Mozilla/5.0,DE,2954,4499
2025-05-24 22:51:16,55.210.153.63,130.200.226.72,UDP,80,malware,curl/7.68.0,RU,2444,3843
2025-05-24 22:51:17,199.152.82.171,168.48.103.21,TCP,8080,none,Python-urllib/3.8,CN,1931,3623
2025-05-24 22:51:18,80.19.163.196,199.8.139.198,TCP,443,none,PostmanRuntime/7.28.4,ZA,994,1705
2025-05-24 22:51:19,191.61.241.210,54.151.112.246,UDP,80,none,Python-urllib/3.8,CA,2562,1298
2025-05-24 22:51:20,18.83.62.67,91.41.25.241,TCP,123,none,Python-urllib/3.8,AU,3889,3633
2025-05-24 22:51:21,181.104.220.236,71.207.153.240,ICMP,123,ransomware,Python-urllib/3.8,RU,2064,4079
2025-05-24 22:51:22,146.164.126.139,59.135.239.190,ICMP,3306,none,curl/7.68.0,AU,855,1711
2025-05-24 22:51:23,243.183.192.139,8.148.124.65,UDP,8080,none,Mozilla/5.0,CN,3720,3427
2025-05-24 22:51:24,55.200.12.21,44.29.241.92,ICMP,53,none,Wget/1.20.3,AU,4295,2482
2025-05-24 22:51:25,228.78.98.8,199.3.25.20,ICMP,8080,none,Python-urllib/3.8,RU,1920,3958
2025-05-24 22:51:26,208.38.123.166,72.79.11.112,TCP,123,none,curl/7.68.0,CN,846,732
2025-05-24 22:51:27,94.90.193.55,41.141.19.137,TCP,80,none,Mozilla/5.0,IN,4694,3121
2025-05-24 22:51:28,210.188.4.39,221.241.45.89,UDP,22,ransomware,Wget/1.20.3,BR,3634,2372
2025-05-24 22:51:29,74.185.200.152,219.105.47.247,TCP,3306,none,Wget/1.20.3,FR,3451,4874
2025-05-24 22:51:30,135.147.203.44,191.103.1.234,UDP,123,none,Python-urllib/3.8,IN,2475,2170
2025-05-24 22:51:31,89.240.233.52,37.145.62.47,ICMP,3306,phishing,Python-urllib/3.8,FR,2904,3218
2025-05-24 22:51:32,166.92.239.240,136.213.107.32,UDP,8080,none,curl/7.68.0,DE,4093,596
2025-05-24 22:51:33,132.29.124.174,164.154.91.112,ICMP,8080,none,PostmanRuntime/7.28.4,CA,2724,4728
2025-05-24 22:51:34,98.114.69.225,179.75.33.215,UDP,53,none,curl/7.68.0,CN,557,543
2025-05-24 22:51:35,120.224.71.242,139.225.31.126,ICMP,8080,none,curl/7.68.0,CA,1757,1232
2025-05-24 22:51:36,133.65.235.71,27.105.133.161,TCP,123,none,Mozilla/5.0,DE,1094,373
2025-05-24 22:51:37,221.159.179.17,101.208.183.249,ICMP,80,none,Wget/1.20.3,CA,402,4607
2025-05-24 22:51:38,90.21.190.151,173.238.130.35,UDP,53,none,Wget/1.20.3,AU,1875,596
2025-05-24 22:51:39,25.234.160.73,27.205.117.37,UDP,443,none,PostmanRuntime/7.28.4,DE,4240,3805
2025-05-24 22:51:40,246.45.238.23,228.112.159.70,ICMP,53,none,Python-urllib/3.8,ZA,3536,1006
2025-05-24 22:51:41,27.170.11.150,196.166.47.129,ICMP,22,none,Wget/1.20.3,RU,469,4057
2025-05-24 22:51:42,27.148.207.67,138.249.251.176,ICMP,443,none,Mozilla/5.0,RU,4585,1130
2025-05-24 22:51:43,194.108.39.134,183.19.183.151,TCP,80,none,Mozilla/5.0,CN,2030,467
2025-05-24 22:51:44,117.205.182.54,212.152.234.150,ICMP,8080,malware,Wget/1.20.3,US,3495,558
2025-05-24 22:51:45,220.247.133.214,175.110.169.37,UDP,53,none,Mozilla/5.0,DE,4533,1903
2025-05-24 22:51:46,202.221.158.134,142.162.53.192,UDP,123,ransomware,curl/7.68.0,IN,4294,3200
2025-05-24 22:51:47,232.55.49.235,77.180.60.4,TCP,8080,none,curl/7.68.0,RU,4038,1094
2025-05-24 22:51:48,12.107.61.27,71.180.125.51,ICMP,3306,none,curl/7.68.0,BR,2571,3514
2025-05-24 22:51:49,27.71.236.16,162.28.77.101,TCP,3306,none,Python-urllib/3.8,CA,4379,397
2025-05-24 22:51:50,90.136.91.36,26.95.249.27,ICMP,443,none,Wget/1.20.3,US,3979,4279
2025-05-24 22:51:51,28.207.226.224,162.245.63.7,ICMP,123,none,curl/7.68.0,RU,2423,2434
2025-05-24 22:51:52,195.123.67.244,147.60.11.75,ICMP,53,none,Python-urllib/3.8,CN,3377,1202
2025-05-24 22:51:53,146.120.89.151,145.49.82.195,ICMP,22,malware,curl/7.68.0,ZA,4668,181
2025-05-24 22:51:54,28.224.191.176,96.43.21.175,UDP,3306,none,Wget/1.20.3,BR,4380,241
2025-05-24 22:51:55,8.132.120.216,58.18.172.30,UDP,22,none,Wget/1.20.3,AU,2439,1953
2025-05-24 22:51:56,76.50.220.204,49.156.74.60,UDP,80,none,Mozilla/5.0,DE,1968,4360
2025-05-24 22:51:57,178.144.162.179,11.8.144.74,ICMP,80,none,Python-urllib/3.8,BR,3059,4720
2025-05-24 22:51:58,196.227.69.94,61.115.80.185,TCP,443,none,curl/7.68.0,DE,4521,4620
2025-05-24 22:51:59,207.94.58.144,184.8.35.218,ICMP,22,ransomware,Mozilla/5.0,CN,1585,2190
2025-05-24 22:52:00,188.253.251.70,18.253.38.71,UDP,53,none,Mozilla/5.0,IN,118,3562
2025-05-24 22:52:01,31.251.242.21,241.252.162.176,ICMP,3306,none,PostmanRuntime/7.28.4,CA,4692,4340
2025-05-24 22:52:02,107.133.27.104,209.30.37.208,UDP,8080,none,Mozilla/5.0,DE,4621,2982
2025-05-24 22:52:03,44.239.91.206,14.216.245.98,ICMP,8080,none,Wget/1.20.3,IN,1476,3304
2025-05-24 22:52:04,235.142.183.131,196.244.12.69,TCP,8080,none,Wget/1.20.3,CN,3491,2217
